OBJECTID,DATE_,TIME,SEVERITY,SEVERITY_DESCRIPTION,ACCIDENT_TYPE,ACCIDENT_DESCRIPTION,VEHICLES,CASUALTIES,PEDESTRIAN,CYCLES,MCYCLES,CHILDREN,OAPS,X,Y,RENDER
225,2017/05/11 23:00:00+00,1600,2,Serious,A,Adult pedestrian,1,1,1,0,1,0,0,356789,168219,A
226,2017/04/27 23:00:00+00,1539,1,Fatal,A,Adult pedestrian,3,1,1,0,0,0,0,358411,172982,A
227,2017/04/25 23:00:00+00,1700,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,360006,173320,A
228,2017/05/07 23:00:00+00,0656,2,Serious,J2,Turning Movement from minor road,2,1,0,0,1,0,1,357460,171640,MCYC
229,2017/06/08 23:00:00+00,0820,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,359974,177165,CYC
230,2017/04/27 23:00:00+00,0840,3,Slight,NONE,Other,2,1,0,1,0,0,0,358805,169675,CYC
231,2017/04/28 23:00:00+00,0105,3,Slight,LC,Loss of Control,2,1,0,0,0,0,0,363913,174611,CARS
232,2017/05/18 23:00:00+00,1510,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,356817,171845,CARS
233,2017/05/24 23:00:00+00,0955,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,1,355086,176750,CYC
234,2017/05/25 23:00:00+00,1945,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,358543,175091,CYC
235,2017/05/27 23:00:00+00,1330,3,Slight,LC,Loss of Control,2,1,0,0,1,0,0,358369,171250,MCYC
236,2017/05/29 23:00:00+00,0700,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,0,361887,174618,CARS
237,2017/06/01 23:00:00+00,1949,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,353182,176284,CARS
238,2017/05/24 23:00:00+00,1550,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,357940,167535,C
239,2017/04/29 23:00:00+00,2323,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,359603,177245,A
240,2017/03/29 23:00:00+00,1805,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,358556,172879,CYC
241,2017/04/26 23:00:00+00,2145,3,Slight,NT,Nose to Tail,3,1,0,0,0,0,0,362771,175473,CARS
242,2017/04/08 23:00:00+00,1700,3,Slight,J2,Turning Movement from minor road,2,1,0,0,1,0,0,364321,175972,MCYC
243,2017/05/13 23:00:00+00,0300,1,Fatal,LC,Loss of Control,1,1,0,0,1,0,0,356102,167811,MCYC
244,2017/02/28 00:00:00+00,0806,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,357445,171070,C
245,2017/04/07 23:00:00+00,1815,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,359531,172347,A
246,2017/04/08 23:00:00+00,1415,3,Slight,LC,Loss of Control,1,2,0,0,0,0,0,362405,171406,CARS
247,2017/04/08 23:00:00+00,1325,3,Slight,NT,Nose to Tail,4,2,0,0,0,0,0,359855,173887,CARS
248,2017/04/10 23:00:00+00,1214,3,Slight,LC,Loss of Control,3,1,0,0,1,0,0,360226,175720,MCYC
249,2017/04/10 23:00:00+00,0751,3,Slight,J,Turning movement ¿ unidentified priority,2,2,0,0,0,0,0,354550,177200,CARS
250,2017/04/10 23:00:00+00,0555,3,Slight,J1,Turning Movement from major road,2,1,0,0,1,0,0,361213,172756,MCYC
251,2017/04/27 23:00:00+00,1227,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,363419,175979,A
252,2017/04/29 23:00:00+00,1840,3,Slight,NONE,Other,4,1,0,0,0,0,0,361290,170709,CARS
253,2017/04/27 23:00:00+00,1558,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,357927,173972,CYC
254,2017/05/10 23:00:00+00,0800,3,Slight,O,Overtaking,3,1,0,0,0,0,0,358810,178763,CARS
255,2017/05/15 23:00:00+00,1554,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,358337,172856,CYC
256,2017/03/31 23:00:00+00,0748,3,Slight,J1,Turning Movement from major road,2,1,0,0,0,0,0,359444,171990,CARS
257,2017/04/11 23:00:00+00,1750,3,Slight,NONE,Other,2,1,0,1,0,0,0,359596,176000,CYC
258,2017/03/30 23:00:00+00,2350,2,Serious,J2,Turning Movement from minor road,2,1,0,0,1,0,0,358527,179119,MCYC
259,2017/05/18 23:00:00+00,1440,3,Slight,NONE,Other,2,1,0,1,0,0,0,358603,172813,CYC
260,2017/04/13 23:00:00+00,1948,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,0,0,0,358966,169404,CARS
261,2017/04/14 23:00:00+00,2120,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,358340,172860,A
262,2017/02/21 00:00:00+00,0918,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,359676,172851,CYC
263,2017/03/05 00:00:00+00,1100,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,361110,174649,CARS
264,2017/02/21 00:00:00+00,0925,3,Slight,J1,Turning Movement from major road,2,1,0,0,0,0,0,357593,170681,CARS
265,2017/02/27 00:00:00+00,1745,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,356515,176240,CYC
266,2017/02/10 00:00:00+00,0900,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,360280,177536,A
267,2017/02/20 00:00:00+00,0740,3,Slight,LC,Loss of Control,2,1,0,0,1,0,0,355278,178688,MCYC
268,2017/03/07 00:00:00+00,1640,2,Serious,J2,Turning Movement from minor road,2,3,0,0,0,1,1,358262,177404,CARS
269,2017/02/22 00:00:00+00,1000,3,Slight,J1,Turning Movement from major road,2,1,0,0,0,0,0,360897,169993,CARS
270,2017/02/11 00:00:00+00,2258,3,Slight,J1,Turning Movement from major road,1,1,1,0,0,0,0,358494,172661,CARS
271,2017/02/26 00:00:00+00,1316,3,Slight,LC,Loss of Control,1,1,0,0,0,0,0,356765,172256,CARS
272,2017/02/22 00:00:00+00,0945,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,359789,172074,CARS
273,2017/02/22 00:00:00+00,1929,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,359848,174544,CYC
274,2017/02/16 00:00:00+00,1745,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,359058,173134,CYC
275,2017/02/19 00:00:00+00,1140,3,Slight,LC,Loss of Control,1,1,0,0,1,0,1,358951,168324,MCYC
276,2017/02/28 00:00:00+00,0835,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,361710,172605,CYC
277,2017/03/03 00:00:00+00,0830,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,359184,173974,CYC
278,2017/02/16 00:00:00+00,1347,3,Slight,J1,Turning Movement from major road,2,1,0,0,0,1,0,359905,176062,CARS
279,2017/03/04 00:00:00+00,1215,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,357345,167556,C
280,2017/03/06 00:00:00+00,1520,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,358884,173379,A
281,2017/02/16 00:00:00+00,0910,3,Slight,J1,Turning Movement from major road,2,1,0,0,1,0,0,363392,175907,MCYC
282,2017/03/11 00:00:00+00,0135,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,358536,172782,A
283,2017/03/14 00:00:00+00,1745,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,0,0,0,360076,174228,CARS
284,2017/02/11 00:00:00+00,1737,3,Slight,J2,Turning Movement from minor road,2,1,0,0,1,0,0,361295,173438,MCYC
285,2017/02/25 00:00:00+00,1821,3,Slight,J1,Turning Movement from major road,2,2,0,0,0,0,0,361988,170705,CARS
286,2017/03/02 00:00:00+00,1545,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,364075,175235,C
287,2017/02/25 00:00:00+00,1845,3,Slight,J1,Turning Movement from major road,2,1,0,0,1,0,0,360912,173361,MCYC
288,2017/02/28 00:00:00+00,1255,3,Slight,LC,Loss of Control,2,1,0,0,0,0,0,354519,177220,CARS
289,2017/03/02 00:00:00+00,1025,2,Serious,NONE,Other,2,1,0,1,0,0,0,359035,175287,CYC
290,2017/03/07 00:00:00+00,2032,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,360324,173815,CYC
291,2017/03/09 00:00:00+00,1620,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,361141,173797,A
292,2017/03/08 00:00:00+00,2046,3,Slight,NT,Nose to Tail,2,2,0,0,0,0,0,362152,170453,CARS
293,2017/03/16 00:00:00+00,1100,3,Slight,O,Overtaking,2,1,0,0,0,0,0,354441,179898,CARS
294,2017/03/11 00:00:00+00,0500,3,Slight,NT,Nose to Tail,2,1,0,1,0,1,0,361549,173795,CYC
295,2017/03/09 00:00:00+00,1635,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,358857,174780,CYC
296,2017/02/22 00:00:00+00,2223,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,359218,172763,A
297,2017/03/03 00:00:00+00,1430,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,0,356984,177651,CARS
298,2017/03/04 00:00:00+00,1820,3,Slight,J2,Turning Movement from minor road,2,1,0,0,1,0,0,357269,179196,MCYC
299,2017/03/05 00:00:00+00,1012,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,362685,172525,CYC
300,2017/03/06 00:00:00+00,1720,3,Slight,J1,Turning Movement from major road,2,1,0,0,1,0,0,360598,170917,MCYC
301,2017/03/07 00:00:00+00,1320,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,361441,172478,CARS
302,2017/02/18 00:00:00+00,1115,3,Slight,E,Elderly pedestrian,1,1,1,0,0,0,1,363444,175966,E
303,2017/03/17 00:00:00+00,0954,2,Serious,LC,Loss of Control,3,2,0,0,0,0,1,357160,168971,CARS
304,2017/03/09 00:00:00+00,1535,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,1,0,359597,172226,CYC
305,2017/03/07 00:00:00+00,0800,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,359635,172167,CYC
306,2017/03/17 00:00:00+00,1250,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,360204,169699,CARS
307,2017/03/05 00:00:00+00,0354,3,Slight,LC,Loss of Control,7,1,0,0,0,0,0,363881,173489,CARS
308,2017/03/13 00:00:00+00,1442,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,360447,173843,C
309,2017/03/11 00:00:00+00,2153,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,359311,173534,A
310,2017/06/25 23:00:00+00,0635,3,Slight,O,Overtaking,1,1,1,0,0,0,0,360309,175929,CARS
311,2017/04/22 23:00:00+00,1720,3,Slight,LC,Loss of Control,2,1,0,0,0,0,1,363589,172979,CARS
312,2017/07/03 23:00:00+00,1400,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,1,360093,177212,CYC
313,2017/07/03 23:00:00+00,1830,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,359691,177473,CYC
314,2017/06/08 23:00:00+00,1610,3,Slight,LC,Loss of Control,2,1,1,0,0,0,0,361265,174754,CARS
315,2017/05/14 23:00:00+00,1520,3,Slight,LC,Loss of Control,2,2,0,0,0,0,0,353461,176894,CARS
316,2017/06/13 23:00:00+00,1727,3,Slight,NT,Nose to Tail,2,1,0,0,1,0,0,356963,171032,MCYC
317,2017/05/17 23:00:00+00,1430,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,354614,178655,A
318,2017/06/25 23:00:00+00,1345,3,Slight,A,Adult pedestrian,2,1,0,0,0,0,0,359492,171310,A
319,2017/06/25 23:00:00+00,1605,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,358926,174882,CYC
320,2017/06/25 23:00:00+00,1955,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,358406,171702,CYC
321,2017/07/02 23:00:00+00,0845,3,Slight,J1,Turning Movement from major road,2,1,0,0,1,0,0,360094,173353,MCYC
322,2017/06/15 23:00:00+00,1415,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,357076,177729,CARS
323,2017/05/17 23:00:00+00,0652,2,Serious,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,352000,178378,CYC
324,2017/05/15 23:00:00+00,2214,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,358489,172765,CARS
325,2017/06/18 23:00:00+00,2108,3,Slight,LC,Loss of Control,3,1,0,0,0,0,0,362866,168481,CARS
326,2017/05/15 23:00:00+00,1440,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,358255,172960,CYC
327,2017/05/31 23:00:00+00,1720,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,358435,172945,C
328,2017/06/19 23:00:00+00,1202,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,0,0,0,362945,174299,CARS
329,2017/07/19 23:00:00+00,1715,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,359425,172965,CYC
330,2017/06/22 23:00:00+00,1200,3,Slight,HO,Head On,2,1,0,0,0,0,0,357899,168428,CARS
331,2017/06/22 23:00:00+00,2115,3,Slight,NT,Nose to Tail,2,3,0,0,0,1,0,360607,169880,CARS
332,2017/06/25 23:00:00+00,1650,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,359885,172737,CYC
333,2017/06/09 23:00:00+00,1200,1,Fatal,E,Elderly pedestrian,1,1,1,0,0,0,1,357661,173511,E
334,2017/07/03 23:00:00+00,1515,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,358228,172763,CYC
335,2017/07/04 23:00:00+00,0001,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,359608,172240,CARS
336,2017/07/05 23:00:00+00,1642,3,Slight,O,Overtaking,2,1,0,1,0,0,0,361148,173798,CYC
337,2017/07/05 23:00:00+00,1420,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,360447,173535,CARS
338,2017/07/09 23:00:00+00,1120,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,359141,173466,A
339,2017/07/07 23:00:00+00,1330,3,Slight,LC,Loss of Control,2,1,0,0,1,0,1,359051,175978,MCYC
340,2017/04/17 23:00:00+00,2300,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,359040,172051,CYC
341,2017/05/18 23:00:00+00,1850,3,Slight,J1,Turning Movement from major road,2,1,0,0,1,0,0,359308,173997,MCYC
342,2017/07/03 23:00:00+00,2259,3,Slight,NT,Nose to Tail,3,2,0,0,0,0,0,359585,173635,CARS
343,2017/05/31 23:00:00+00,0105,2,Serious,LC,Loss of Control,2,1,0,0,0,0,0,358176,167292,CARS
344,2017/06/01 23:00:00+00,0647,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,359069,172364,CYC
345,2017/05/18 23:00:00+00,1315,3,Slight,J,Turning movement ¿ unidentified priority,3,1,0,0,1,0,0,359409,173521,MCYC
346,2017/05/18 23:00:00+00,1750,3,Slight,NT,Nose to Tail,2,4,0,0,0,0,2,361340,175924,CARS
347,2017/05/18 23:00:00+00,1826,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,0,0,0,358553,167679,CARS
348,2017/05/19 23:00:00+00,2214,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,360695,169493,CARS
349,2017/08/01 23:00:00+00,1037,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,358920,173230,A
350,2017/05/21 23:00:00+00,0747,3,Slight,LC,Loss of Control,1,2,0,0,0,0,0,359704,172154,CARS
351,2017/05/14 23:00:00+00,0920,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,359072,173522,CARS
352,2017/07/13 23:00:00+00,1130,3,Slight,NT,Nose to Tail,3,1,0,1,0,0,0,359270,176007,CYC
353,2017/07/13 23:00:00+00,1630,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,354273,178275,CARS
354,2017/07/16 23:00:00+00,1305,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,359509,173105,CARS
355,2017/06/04 23:00:00+00,0830,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,358158,176014,CYC
356,2017/07/26 23:00:00+00,0650,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,359063,172364,CYC
357,2017/07/28 23:00:00+00,1930,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,360587,174317,A
358,2017/06/05 23:00:00+00,1755,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,357468,173271,A
359,2017/06/06 23:00:00+00,0815,3,Slight,NT,Nose to Tail,3,1,0,0,0,0,0,356784,172279,CARS
360,2017/06/14 23:00:00+00,2035,3,Slight,LC,Loss of Control,1,1,1,0,1,0,0,357024,178965,MCYC
361,2017/06/08 23:00:00+00,2325,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,360632,170871,A
362,2017/07/01 23:00:00+00,1024,3,Slight,J,Turning movement ¿ unidentified priority,2,2,0,0,0,0,0,361689,170712,CARS
363,2017/06/30 23:00:00+00,1720,3,Slight,O,Overtaking,2,1,0,1,0,0,0,358559,173251,CYC
364,2017/06/09 23:00:00+00,2350,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,358945,170756,A
365,2017/07/31 23:00:00+00,1418,3,Slight,O,Overtaking,2,1,0,1,0,0,0,360822,173369,CYC
366,2017/06/30 23:00:00+00,1618,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,356933,179071,A
367,2017/07/01 23:00:00+00,1712,2,Serious,C,Child pedestrian,1,1,1,0,0,1,0,355528,178543,C
368,2017/06/09 23:00:00+00,1225,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,360192,174280,CARS
369,2017/07/17 23:00:00+00,2255,3,Slight,LC,Loss of Control,7,2,0,0,0,0,0,359345,174185,CARS
370,2017/06/06 23:00:00+00,1930,3,Slight,LC,Loss of Control,2,1,0,1,0,0,0,359752,174945,CYC
371,2017/06/10 23:00:00+00,1957,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,360837,167717,CYC
372,2017/07/02 23:00:00+00,1831,3,Slight,NT,Nose to Tail,2,1,0,0,1,0,0,360506,175063,MCYC
373,2017/06/11 23:00:00+00,1536,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,358171,168208,C
374,2017/07/19 23:00:00+00,1420,3,Slight,E,Elderly pedestrian,1,1,1,0,1,0,1,357860,173257,E
375,2017/08/03 23:00:00+00,1010,3,Slight,O,Overtaking,2,1,0,1,0,0,0,359201,170765,CYC
376,2017/03/16 00:00:00+00,2225,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,0,0,0,356920,177297,CARS
377,2017/07/19 23:00:00+00,0230,2,Serious,LC,Loss of Control,1,2,0,0,0,0,0,356968,177048,CARS
378,2017/07/04 23:00:00+00,0500,3,Slight,LC,Loss of Control,1,1,0,0,0,0,0,353038,180020,CARS
379,2017/07/04 23:00:00+00,1510,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,358747,168055,C
380,2017/07/05 23:00:00+00,1418,3,Slight,NONE,Other,2,1,0,1,0,0,0,359156,175699,CYC
381,2017/07/05 23:00:00+00,2330,3,Slight,J1,Turning Movement from major road,2,1,0,0,1,0,0,362804,175495,MCYC
382,2017/07/06 23:00:00+00,1752,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,362092,174291,CYC
383,2017/07/06 23:00:00+00,1840,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,360755,174679,CARS
384,2017/07/29 23:00:00+00,1840,2,Serious,LC,Loss of Control,1,2,0,0,0,0,0,356916,170734,CARS
385,2017/06/13 23:00:00+00,1533,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,360991,171617,CYC
386,2017/07/07 23:00:00+00,0910,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,360107,174697,CYC
387,2017/08/01 23:00:00+00,1650,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,359312,171931,CYC
388,2017/08/03 23:00:00+00,1751,3,Slight,NONE,Other,2,1,0,0,0,0,0,361336,174625,CARS
389,2017/08/03 23:00:00+00,1745,3,Slight,O,Overtaking,2,1,0,1,0,0,0,359759,176702,CYC
390,2017/08/04 23:00:00+00,1745,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,361232,171928,CYC
391,2017/08/10 23:00:00+00,1620,3,Slight,C,Child pedestrian,1,2,2,0,0,1,0,358269,171332,C
392,2017/08/14 23:00:00+00,1730,3,Slight,NONE,Other,2,1,0,1,0,0,0,360228,177553,CYC
393,2017/07/07 23:00:00+00,2310,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,359910,173255,A
394,2017/07/08 23:00:00+00,1455,3,Slight,LC,Loss of Control,2,1,0,0,0,0,0,360871,168313,CARS
395,2017/08/01 23:00:00+00,2236,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,0,0,0,360459,174005,CARS
396,2017/07/09 23:00:00+00,0834,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,359173,175829,CYC
397,2017/08/04 23:00:00+00,1305,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,360919,169821,MCYC
398,2017/08/05 23:00:00+00,0700,3,Slight,LC,Loss of Control,3,1,0,0,0,0,0,363329,175365,CARS
399,2017/08/06 23:00:00+00,0028,3,Slight,LC,Loss of Control,1,1,0,0,0,1,0,362546,176897,CARS
400,2017/08/07 23:00:00+00,1706,3,Slight,NONE,Other,2,1,0,1,0,0,0,360626,173792,CYC
401,2017/08/09 23:00:00+00,1945,3,Slight,J,Turning movement ¿ unidentified priority,2,2,0,0,0,0,1,357644,168493,CARS
402,2017/08/11 23:00:00+00,1157,3,Slight,J2,Turning Movement from minor road,2,2,0,0,0,1,0,364227,176300,CARS
403,2017/07/17 23:00:00+00,1910,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,353371,178745,CYC
404,2017/07/18 23:00:00+00,1740,3,Slight,NONE,Other,2,1,0,1,0,0,0,359097,174178,CYC
405,2017/05/22 23:00:00+00,1830,3,Slight,LC,Loss of Control,2,2,0,0,2,0,0,357971,173178,MCYC
406,2017/05/22 23:00:00+00,1245,3,Slight,NONE,Other,2,1,0,1,0,0,0,360006,175186,CYC
407,2017/07/19 23:00:00+00,1628,3,Slight,NT,Nose to Tail,3,1,0,0,0,0,0,352411,177501,CARS
408,2017/05/24 23:00:00+00,1523,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,362557,175363,CARS
409,2017/04/09 23:00:00+00,1730,3,Slight,O,Overtaking,2,1,0,1,0,0,0,360129,170033,CYC
410,2017/06/26 23:00:00+00,1428,3,Slight,NT,Nose to Tail,2,2,0,0,0,0,0,359693,173179,CARS
411,2017/05/25 23:00:00+00,1555,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,1,354545,177196,MCYC
412,2017/08/28 23:00:00+00,1405,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,360038,173406,A
413,2017/02/12 00:00:00+00,2132,3,Slight,J2,Turning Movement from minor road,2,1,0,0,1,0,0,360316,168574,MCYC
414,2017/05/28 23:00:00+00,1835,3,Slight,J2,Turning Movement from minor road,2,2,0,0,0,0,0,361733,173964,CARS
415,2017/04/28 23:00:00+00,0929,3,Slight,J2,Turning Movement from minor road,2,3,0,0,0,0,0,357333,169593,CARS
416,2017/06/29 23:00:00+00,1048,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,363393,175903,CYC
417,2017/05/05 23:00:00+00,0500,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,0,0,0,362802,175493,CARS
418,2017/07/01 23:00:00+00,2225,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,0,364225,176305,CARS
419,2017/07/02 23:00:00+00,2119,3,Slight,J2,Turning Movement from minor road,2,2,0,0,0,0,0,362332,171179,CARS
420,2017/08/01 23:00:00+00,0835,3,Slight,J,Turning movement ¿ unidentified priority,4,1,0,0,1,0,0,359891,174325,MCYC
421,2017/07/04 23:00:00+00,1130,2,Serious,NONE,Other,2,1,0,1,0,0,0,357840,173367,CYC
422,2017/07/07 23:00:00+00,0608,2,Serious,LC,Loss of Control,1,1,0,0,0,0,0,358753,168410,CARS
423,2017/07/08 23:00:00+00,2100,3,Slight,NONE,Other,2,1,0,1,0,0,0,358665,177794,CYC
424,2017/07/10 23:00:00+00,1030,3,Slight,LC,Loss of Control,1,1,0,0,0,0,0,360436,173957,CARS
425,2017/06/02 23:00:00+00,1905,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,358407,171705,CYC
426,2017/04/30 23:00:00+00,1815,3,Slight,NT,Nose to Tail,2,2,0,0,0,0,0,361061,173363,CARS
427,2017/05/03 23:00:00+00,1714,3,Slight,LC,Loss of Control,1,1,0,0,1,0,0,362634,173965,MCYC
428,2017/06/19 23:00:00+00,0848,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,358443,172765,CYC
429,2017/04/30 23:00:00+00,1055,2,Serious,J2,Turning Movement from minor road,2,1,0,1,0,0,0,358685,171653,CYC
430,2017/05/24 23:00:00+00,2359,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,359485,170006,CYC
431,2017/06/02 23:00:00+00,1310,3,Slight,NONE,Other,2,1,0,1,0,0,0,359122,174008,CYC
432,2017/06/04 23:00:00+00,0820,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,0,0,0,352640,177349,CARS
433,2017/06/06 23:00:00+00,1330,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,357424,174710,CYC
434,2017/06/06 23:00:00+00,1700,3,Slight,A,Adult pedestrian,2,1,1,0,0,0,0,359168,172372,A
435,2017/04/23 23:00:00+00,1216,3,Slight,LC,Loss of Control,1,1,0,0,0,0,0,357886,172604,CARS
436,2017/04/04 23:00:00+00,0545,3,Slight,J2,Turning Movement from minor road,2,2,0,0,1,0,0,360808,169953,MCYC
437,2017/05/05 23:00:00+00,1248,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,0,360024,174085,CARS
438,2017/05/06 23:00:00+00,1705,3,Slight,NONE,Other,2,1,0,1,0,0,0,357302,172496,CYC
439,2017/05/24 23:00:00+00,1135,3,Slight,J2,Turning Movement from minor road,2,2,0,0,0,0,1,356703,174015,CARS
440,2017/05/09 23:00:00+00,0705,3,Slight,O,Overtaking,2,1,0,0,0,0,1,355139,178341,CARS
441,2017/05/09 23:00:00+00,1706,3,Slight,J1,Turning Movement from major road,2,2,0,0,0,0,0,354590,176619,CARS
442,2017/06/25 23:00:00+00,1516,3,Slight,LC,Loss of Control,1,2,0,0,0,0,0,355910,178703,CARS
443,2017/05/10 23:00:00+00,0819,3,Slight,J1,Turning Movement from major road,2,2,0,0,0,0,0,352236,177175,CARS
444,2017/06/01 23:00:00+00,1244,3,Slight,NT,Nose to Tail,3,3,0,0,0,0,0,359507,172345,CARS
445,2017/05/11 23:00:00+00,1600,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,359485,174475,CYC
446,2017/05/12 23:00:00+00,1455,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,354866,176894,A
447,2017/06/07 23:00:00+00,1640,3,Slight,NT,Nose to Tail,3,1,0,0,0,0,0,359437,176623,CARS
448,2017/06/08 23:00:00+00,1815,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,358459,172638,MCYC
